Codice provincia;Codice comune;Denominazione comune;Agricoltura;Industria in senso stretto;Costruzioni;Commercio;Turismo;Altri servizi;Imprese non classificate;Totale imprese
004;078;CUNEO;275;61;37;334;104;554;51;1416
004;079;DEMONTE;41;1;2;5;8;8;2;67
004;080;DIANO D'ALBA;45;7;5;14;6;16;3;96
004;081;DOGLIANI;75;15;3;36;8;32;2;171
004;082;DRONERO;66;18;4;44;12;39;3;186
004;083;ELVA;8;0;0;0;1;0;0;9
004;084;ENTRACQUE;7;2;0;7;7;5;0;28
004;085;ENVIE;90;4;2;14;1;6;0;117
004;086;FARIGLIANO;40;8;3;13;3;11;2;80
004;087;FAULE;6;1;1;2;1;1;0;12
004;088;FEISOGLIO;25;0;0;4;1;2;0;32
004;089;FOSSANO;148;36;21;159;33;183;8;588
004;090;FRABOSA SOPRANA;16;1;1;5;6;5;1;35
004;091;FRABOSA SOTTANA;11;1;2;16;18;13;4;65
004;092;FRASSINO;6;0;0;1;2;1;0;10
004;093;GAIOLA;13;0;0;6;3;3;0;25
004;094;GAMBASCA;6;0;0;1;2;2;0;11
004;095;GARESSIO;38;4;6;35;12;14;5;114
004;096;GENOLA;18;2;3;19;3;20;0;65
004;097;GORZEGNO;22;2;0;2;0;1;0;27
004;098;GOTTASECCA;13;0;0;1;0;0;0;14
004;099;GOVONE;39;0;0;9;4;13;1;66
004;100;GRINZANE CAVOUR;15;3;1;10;7;14;0;50
004;101;GUARENE;34;6;5;16;6;27;2;96
004;102;IGLIANO;3;0;0;0;0;0;1;4
004;103;ISASCA;13;0;0;0;1;0;0;14
004;104;LAGNASCO;20;0;2;8;1;9;0;40
004;105;LA MORRA;87;3;3;8;11;12;5;129
004;106;LEQUIO BERRIA;19;0;0;3;2;3;0;27
004;107;LEQUIO TANARO;8;1;1;2;2;3;0;17
004;108;LESEGNO;12;1;0;1;6;3;0;23
004;109;LEVICE;23;0;0;1;4;0;0;28
004;110;LIMONE PIEMONTE;2;2;1;21;14;30;3;73
004;111;LISIO;15;0;0;3;0;0;0;18
004;112;MACRA;1;0;0;0;0;0;0;1
004;113;MAGLIANO ALFIERI;21;3;1;6;1;9;0;41
004;114;MAGLIANO ALPI;28;8;2;14;5;18;0;75
004;115;MANGO;48;0;1;5;3;5;1;63
004;116;MANTA;25;12;4;16;6;15;3;81
004;117;MARENE;16;11;5;20;0;20;0;72
004;118;MARGARITA;24;1;1;10;3;7;0;46
004;119;MARMORA;4;0;0;0;1;0;0;5
004;120;MARSAGLIA;23;0;0;0;1;0;1;25
004;121;MARTINIANA PO;34;2;3;5;0;2;0;46
004;122;MELLE;14;0;0;5;1;0;0;20
004;123;MOIOLA;10;1;1;3;1;0;0;16
004;124;MOMBARCARO;18;1;0;1;1;1;0;22
004;125;MOMBASIGLIO;24;0;1;5;1;1;1;33
004;126;MONASTERO DI VASCO;31;1;0;5;3;1;0;41
004;127;MONASTEROLO CASOTTO;7;0;1;1;0;0;0;9
004;128;MONASTEROLO DI SAVIGLIANO;16;3;3;9;1;7;1;40
004;129;MONCHIERO;12;1;0;3;1;4;0;21
004;130;MONDOVI';107;44;26;158;40;186;24;585
004;131;MONESIGLIO;19;3;0;4;2;4;0;32
004;132;MONFORTE D'ALBA;51;4;2;10;7;12;0;86
004;133;MONTA';56;15;9;28;5;25;5;143
004;134;MONTALDO DI MONDOVI';18;1;2;4;1;5;3;34
004;135;MONTALDO ROERO;17;1;1;3;4;7;0;33
004;136;MONTANERA;4;0;0;0;0;3;0;7
004;137;MONTELUPO ALBESE;10;0;0;2;2;2;0;16
004;138;MONTEMALE DI CUNEO;8;0;1;1;0;0;0;10
004;139;MONTEROSSO GRANA;12;0;0;2;2;1;2;19
004;140;MONTEU ROERO;52;2;0;7;1;10;0;72
004;141;MONTEZEMOLO;5;1;1;1;0;2;2;12
004;142;MONTICELLO D'ALBA;25;4;1;18;2;12;0;62
004;143;MORETTA;20;7;2;30;6;31;1;97
004;144;MOROZZO;31;3;2;5;2;13;2;58
004;145;MURAZZANO;29;2;0;7;3;4;0;45
004;146;MURELLO;9;2;0;6;2;3;0;22
004;147;NARZOLE;41;21;5;20;8;18;3;116
004;148;NEIVE;63;10;5;15;8;12;2;115
004;149;NEVIGLIE;23;1;0;1;2;1;0;28
004;150;NIELLA BELBO;14;0;0;6;0;0;0;20
004;151;NIELLA TANARO;6;2;0;6;3;10;0;27
004;152;NOVELLO;33;2;1;4;5;5;0;50
004;153;NUCETTO;4;0;0;0;2;3;0;9
004;154;ONCINO;5;0;0;0;1;0;0;6
004;155;ORMEA;23;4;1;17;15;7;0;67
004;156;OSTANA;0;0;0;0;1;2;0;3
004;157;PAESANA;68;3;4;24;8;20;0;127
004;158;PAGNO;22;0;0;2;4;4;0;32
004;159;PAMPARATO;20;0;0;1;4;0;1;26
004;160;PAROLDO;17;0;1;1;1;0;0;20
004;161;PERLETTO;15;0;0;0;1;0;0;16
004;162;PERLO;4;0;1;0;1;0;0;6
004;163;PEVERAGNO;116;10;4;30;6;34;4;204
004;164;PEZZOLO VALLE UZZONE;22;0;0;2;1;0;0;25
004;165;PIANFEI;11;6;3;11;1;5;3;40
004;166;PIASCO;38;2;4;17;2;15;2;80
004;167;PIETRAPORZIO;0;0;0;2;0;1;0;3
004;168;PIOBESI D'ALBA;7;5;3;6;3;12;0;36
004;169;PIOZZO;16;2;1;7;1;3;0;30
004;170;POCAPAGLIA;44;4;0;12;6;15;0;81
004;171;POLONGHERA;19;4;2;8;1;9;1;44
004;172;PONTECHIANALE;7;0;2;2;7;2;1;21
004;173;PRADLEVES;5;0;0;3;3;0;0;11
004;174;PRAZZO;13;0;0;1;4;0;0;18
004;175;PRIERO;14;0;0;2;2;2;0;20
004;176;PRIOCCA;33;0;7;12;0;13;0;65
004;177;PRIOLA;22;3;1;3;2;1;0;32
004;178;PRUNETTO;31;0;0;1;3;1;0;36
004;179;RACCONIGI;33;18;6;57;14;48;4;180
004;180;REVELLO;75;9;3;24;6;40;6;163
004;181;RIFREDDO;37;4;1;5;1;3;0;51
004;182;RITTANA;5;0;0;0;0;0;0;5
004;183;ROASCHIA;2;0;0;0;0;0;0;2
004;184;ROASCIO;8;0;0;0;1;0;1;10
004;185;ROBILANTE;40;1;0;7;6;12;3;69
004;186;ROBURENT;5;2;1;7;9;5;2;31
004;187;ROCCABRUNA;30;6;0;10;6;8;0;60
004;188;ROCCA CIGLIE';11;0;0;0;0;0;0;11
004;189;ROCCA DE' BALDI;27;0;1;4;1;6;0;39
004;190;ROCCAFORTE MONDOVI';31;1;0;13;11;13;0;69
004;191;ROCCASPARVERA;31;0;1;1;2;0;1;36
004;192;ROCCAVIONE;19;2;1;9;6;13;0;50
004;193;ROCCHETTA BELBO;4;0;0;1;1;1;0;7
004;194;RODDI;22;4;0;5;4;6;1;42
004;195;RODDINO;11;0;0;1;2;0;0;14
004;196;RODELLO;14;0;0;1;1;10;1;27
004;197;ROSSANA;17;1;0;4;1;4;2;29
004;198;RUFFIA;5;0;1;3;0;0;0;9
004;199;SALE DELLE LANGHE;10;1;0;4;0;1;0;16
004;200;SALE SAN GIOVANNI;6;0;0;0;0;1;0;7
004;201;SALICETO;46;1;0;8;5;7;1;68
004;202;SALMOUR;7;1;1;5;0;6;0;20
004;203;SALUZZO;110;27;23;175;40;188;17;580
004;204;SAMBUCO;4;0;0;1;0;0;0;5
004;205;SAMPEYRE;28;2;0;11;5;8;2;56
004;206;SAN BENEDETTO BELBO;6;1;0;1;0;0;0;8
004;207;SAN DAMIANO MACRA;10;2;0;3;2;0;0;17
004;208;SANFRE';18;4;1;14;3;9;0;49
004;209;SANFRONT;93;1;3;17;5;15;0;134
004;210;SAN MICHELE MONDOVI';20;3;1;12;6;14;1;57
004;211;SANT'ALBANO STURA;25;2;2;16;4;12;0;61
004;212;SANTA VITTORIA D'ALBA;27;4;1;14;3;16;1;66
004;213;SANTO STEFANO BELBO;104;3;2;34;8;31;5;187
004;214;SANTO STEFANO ROERO;34;1;0;2;1;3;1;42
004;215;SAVIGLIANO;88;23;19;145;25;149;7;456
004;216;SCAGNELLO;14;1;0;1;0;0;0;16
004;217;SCARNAFIGI;24;1;0;10;3;12;1;51
004;218;SERRALUNGA D'ALBA;18;5;0;1;2;0;0;26
004;219;SERRAVALLE LANGHE;12;0;0;0;2;1;0;15
004;220;SINIO;20;0;0;2;2;0;0;24
004;221;SOMANO;23;0;0;1;1;1;0;26
004;222;SOMMARIVA DEL BOSCO;26;11;5;37;4;38;2;123
004;223;SOMMARIVA PERNO;45;4;1;18;5;17;1;91
004;224;STROPPO;2;0;0;1;4;0;0;7
004;225;TARANTASCA;48;2;2;15;2;13;1;83
004;226;TORRE BORMIDA;11;0;0;1;1;1;0;14
004;227;TORRE MONDOVI';5;0;0;4;1;1;0;11
004;228;TORRE SAN GIORGIO;13;4;4;10;1;6;1;39
004;229;TORRESINA;4;0;0;0;0;0;0;4
004;230;TREISO;36;1;2;2;5;3;0;49
004;231;TREZZO TINELLA;13;0;0;0;3;0;0;16
004;232;TRINITA';24;5;1;7;3;11;4;55
004;233;VALDIERI;12;0;1;4;7;4;1;29
004;234;VALGRANA;35;1;0;2;3;2;0;43
004;235;VALLORIATE;4;0;0;0;0;0;0;4
004;236;VALMALA;1;0;0;0;3;0;0;4
004;237;VENASCA;26;2;1;19;4;8;2;62
004;238;VERDUNO;14;0;0;1;2;4;0;21
004;239;VERNANTE;10;3;0;11;8;7;0;39
004;240;VERZUOLO;88;9;3;39;7;40;1;187
004;241;VEZZA D'ALBA;24;2;0;5;3;5;0;39
004;242;VICOFORTE;36;4;1;9;7;20;1;78
004;243;VIGNOLO;19;2;1;9;1;9;0;41
004;244;VILLAFALLETTO;49;4;1;10;4;21;2;91
004;245;VILLANOVA MONDOVI';24;10;7;36;10;31;1;119
004;246;VILLANOVA SOLARO;13;0;1;5;2;3;0;24
004;247;VILLAR SAN COSTANZO;40;2;0;9;5;6;2;64
004;248;VINADIO;6;0;2;5;5;3;0;21
004;249;VIOLA;18;1;0;4;5;4;2;34
004;250;VOTTIGNASCO;12;2;1;3;1;3;0;22
003;001;AGRATE CONTURBIA;5;1;1;3;3;8;0;21
003;002;AMENO;5;1;0;1;4;2;1;14
003;006;ARMENO;14;7;0;8;3;8;0;40
003;008;ARONA;7;13;23;132;50;157;18;400
003;012;BARENGO;10;0;0;3;1;4;0;18
003;016;BELLINZAGO NOVARESE;5;16;4;42;11;57;8;143
003;018;BIANDRATE;3;2;0;9;1;7;3;25
003;019;BOCA;1;3;1;9;2;4;1;21
003;021;BOGOGNO;3;3;2;5;4;7;0;24
003;022;BOLZANO NOVARESE;0;3;1;2;0;5;0;11
003;023;BORGOLAVEZZARO;1;6;3;9;4;9;0;32
003;024;BORGOMANERO;14;55;17;170;40;202;19;517
003;025;BORGO TICINO;10;12;6;22;10;28;1;89
003;026;BRIGA NOVARESE;4;12;1;13;3;13;0;46
003;027;BRIONA;8;1;0;6;1;5;1;22
003;030;CALTIGNAGA;2;7;1;11;8;10;1;40
003;032;CAMERI;11;20;7;59;15;54;5;171
003;036;CARPIGNANO SESIA;5;10;4;32;4;22;3;80
003;037;CASALBELTRAME;3;1;1;5;2;3;0;15
003;039;CASALEGGIO NOVARA;3;1;1;6;2;5;0;18
003;040;CASALINO;9;3;1;7;2;6;2;30
003;041;CASALVOLONE;1;2;3;3;2;5;0;16
003;042;CASTELLAZZO NOVARESE;0;1;0;1;0;2;0;4
003;043;CASTELLETTO SOPRA TICINO;10;22;12;66;17;80;12;219
003;044;CAVAGLIETTO;3;2;0;2;0;0;0;7
003;045;CAVAGLIO D'AGOGNA;0;6;1;6;1;10;1;25
003;047;CAVALLIRIO;2;7;2;6;1;5;1;24
003;049;CERANO;5;20;9;28;9;36;3;110
003;051;COLAZZA;0;0;0;2;6;3;0;11
003;052;COMIGNAGO;1;0;0;2;2;8;4;17
003;055;CRESSA;5;8;0;9;0;7;0;29
003;058;CUREGGIO;2;6;2;8;2;17;3;40
003;060;DIVIGNANO;3;0;3;5;1;10;0;22
003;062;DORMELLETTO;4;13;5;18;11;19;6;76
003;065;FARA NOVARESE;9;3;3;15;3;8;1;42
003;066;FONTANETO D'AGOGNA;5;8;3;12;3;12;1;44
003;068;GALLIATE;13;46;16;87;41;88;18;309
003;069;GARBAGNA NOVARESE;2;0;1;4;3;9;2;21
003;070;GARGALLO;0;11;0;7;2;6;0;26
003;071;GATTICO;5;17;4;19;4;19;2;70
003;073;GHEMME;9;8;5;23;4;23;3;75
003;076;GOZZANO;4;30;5;32;11;48;6;136
003;077;GRANOZZO CON MONTICELLO;4;2;1;3;1;7;0;18
003;079;GRIGNASCO;5;12;5;27;10;36;5;100
003;082;INVORIO;9;9;4;22;7;23;1;75
003;083;LANDIONA;2;0;1;4;2;1;0;10
003;084;LESA;1;4;2;10;9;19;3;48
003;088;MAGGIORA;6;9;0;15;1;13;0;44
003;090;MANDELLO VITTA;4;0;0;0;1;0;0;5
003;091;MARANO TICINO;1;7;1;8;2;6;1;26
003;093;MASSINO VISCONTI;7;0;0;4;3;5;0;19
003;095;MEINA;5;3;2;6;8;20;2;46
003;097;MEZZOMERICO;5;3;1;4;1;5;0;19
003;098;MIASINO;5;3;0;7;3;4;0;22
003;100;MOMO;13;8;2;16;7;18;3;67
003;103;NEBBIUNO;5;5;2;13;6;11;2;44
003;104;NIBBIOLA;0;0;1;5;0;4;1;11
003;106;NOVARA;33;131;98;649;238;1013;96;2258
003;108;OLEGGIO;34;48;8;66;32;80;11;279
003;109;OLEGGIO CASTELLO;2;2;0;8;4;12;0;28
003;112;ORTA SAN GIULIO;1;0;0;19;10;8;0;38
003;114;PARUZZARO;1;12;3;15;2;19;3;55
003;115;PELLA;0;6;0;4;0;5;0;15
003;116;PETTENASCO;2;4;0;3;6;8;0;23
003;119;PISANO;0;1;2;6;2;7;0;18
003;120;POGNO;0;6;1;5;1;5;0;18
003;121;POMBIA;1;9;3;13;11;9;3;49
003;122;PRATO SESIA;2;4;3;7;7;14;1;38
003;129;RECETTO;5;1;0;4;3;7;1;21
003;130;ROMAGNANO SESIA;4;13;1;35;9;40;2;104
003;131;ROMENTINO;1;16;6;10;12;30;2;77
003;133;SAN MAURIZIO D'OPAGLIO;1;34;2;18;4;13;2;74
003;134;SAN NAZZARO SESIA;1;1;0;6;1;1;1;11
003;135;SAN PIETRO MOSEZZO;5;15;3;10;6;25;3;67
003;138;SILLAVENGO;8;0;0;1;0;3;0;12
003;139;SIZZANO;6;3;1;8;2;4;0;24
003;140;SORISO;1;1;1;3;1;3;1;11
003;141;SOZZAGO;2;2;1;3;1;5;1;15
003;143;SUNO;18;11;2;20;4;9;2;66
003;144;TERDOBBIATE;3;1;1;5;2;1;1;14
003;146;TORNACO;4;2;2;4;3;3;0;18
003;149;TRECATE;8;33;13;87;28;101;8;278
003;153;VAPRIO D'AGOGNA;6;2;0;6;2;2;1;19
003;154;VARALLO POMBIA;14;9;8;26;10;30;1;98
003;157;VERUNO;2;2;3;8;1;8;1;25
003;158;VESPOLATE;2;5;3;12;2;15;0;39
003;159;VICOLUNGO;5;1;0;6;1;8;0;21
003;164;VINZAGLIO;2;1;0;2;0;2;1;8
001;001;AGLIE';30;3;1;13;4;17;1;69
001;002;AIRASCA;4;9;3;21;3;21;7;68
001;003;ALA DI STURA;9;0;0;6;3;2;1;21
001;004;ALBIANO D'IVREA;13;0;0;12;3;9;0;37
001;005;ALICE SUPERIORE;5;1;0;7;4;2;1;20
001;006;ALMESE;5;23;6;36;5;38;9;122
001;007;ALPETTE;0;0;0;0;4;0;0;4
001;008;ALPIGNANO;11;39;17;99;22;122;20;330
001;009;ANDEZENO;6;15;2;14;3;14;1;55
001;010;ANDRATE;6;1;0;1;1;1;1;11
001;011;ANGROGNA;24;0;0;1;3;4;1;33
001;012;ARIGNANO;7;2;2;7;3;8;2;31
001;013;AVIGLIANA;7;47;18;96;19;94;5;286
001;014;AZEGLIO;13;2;0;5;3;7;2;32
001;015;BAIRO;7;1;0;6;1;4;1;20
001;016;BALANGERO;7;9;3;18;6;18;1;62
001;017;BALDISSERO CANAVESE;0;6;2;4;2;5;1;20
001;018;BALDISSERO TORINESE;21;3;1;11;2;21;3;62
001;019;BALME;2;0;0;2;4;0;0;8
001;020;BANCHETTE;2;2;2;15;6;17;2;46
001;021;BARBANIA;7;1;3;11;0;11;0;33
001;022;BARDONECCHIA;5;9;5;33;35;33;10;130
001;023;BARONE CANAVESE;5;1;0;3;0;5;1;15
001;024;BEINASCO;3;31;15;94;22;98;20;283
001;025;BIBIANA;43;7;4;22;4;20;3;103
001;026;BOBBIO PELLICE;12;0;0;2;4;2;0;20
001;027;BOLLENGO;20;6;1;14;3;16;4;64
001;028;BORGARO TORINESE;4;37;10;79;14;70;15;229
001;029;BORGIALLO;5;0;0;1;1;1;0;8
001;030;BORGOFRANCO D'IVREA;10;4;1;28;7;22;3;75
001;031;BORGOMASINO;18;0;0;5;3;1;1;28
001;032;BORGONE SUSA;5;7;3;15;3;13;0;46
001;033;BOSCONERO;7;10;3;18;3;15;1;57
001;034;BRANDIZZO;6;8;4;42;6;58;10;134
001;035;BRICHERASIO;55;11;5;24;8;24;4;131
001;036;BROSSO;5;0;0;1;2;1;0;9
001;037;BROZOLO;11;2;0;2;1;1;1;18
001;038;BRUINO;6;28;10;56;8;46;4;158
001;039;BRUSASCO;5;4;1;11;3;9;0;33
001;040;BRUZOLO;2;2;1;7;2;4;0;18
001;041;BURIASCO;15;5;1;4;3;7;2;37
001;042;BUROLO;1;6;1;8;3;14;2;35
001;043;BUSANO;2;9;2;11;1;13;0;38
001;044;BUSSOLENO;10;12;6;46;16;32;4;126
001;045;BUTTIGLIERA ALTA;1;4;6;42;12;53;5;123
001;046;CAFASSE;9;9;0;24;9;18;5;74
001;047;CALUSO;37;25;8;76;18;67;5;236
001;048;CAMBIANO;9;13;5;42;5;35;5;114
001;049;CAMPIGLIONE-FENILE;20;3;2;6;2;10;0;43
001;050;CANDIA CANAVESE;12;2;2;8;8;13;0;45
001;051;CANDIOLO;6;4;3;24;5;29;3;74
001;052;CANISCHIO;4;0;0;0;2;1;0;7
001;053;CANTALUPA;10;2;1;8;3;19;0;43
001;054;CANTOIRA;8;0;0;4;5;3;1;21
001;055;CAPRIE;7;2;2;8;3;7;2;31
001;056;CARAVINO;4;2;0;8;3;3;0;20
001;057;CAREMA;10;2;0;5;2;3;0;22
001;058;CARIGNANO;43;15;7;69;14;59;8;215
001;059;CARMAGNOLA;90;36;37;192;46;170;31;602
001;060;CASALBORGONE;30;3;1;12;1;12;0;59
001;061;CASCINETTE D'IVREA;5;3;0;4;0;11;0;23
001;062;CASELETTE;6;8;6;17;8;23;3;71
001;063;CASELLE TORINESE;29;39;26;113;30;102;18;357
001;064;CASTAGNETO PO;8;1;3;8;2;12;2;36
001;065;CASTAGNOLE PIEMONTE;11;5;1;7;2;12;1;39
001;066;CASTELLAMONTE;49;16;9;75;27;66;4;246
001;067;CASTELNUOVO NIGRA;10;1;0;5;1;2;0;19
001;068;CASTIGLIONE TORINESE;19;4;5;38;3;34;5;108
001;069;CAVAGNOLO;9;3;5;21;3;14;2;57
001;070;CAVOUR;81;18;6;39;7;34;1;186
001;071;CERCENASCO;19;5;0;12;1;10;1;48
001;072;CERES;4;1;0;10;6;4;1;26
001;073;CERESOLE REALE;1;0;0;6;14;2;0;23
001;074;CESANA TORINESE;4;1;1;12;12;12;9;51
001;075;CHIALAMBERTO;2;0;0;2;3;1;0;8
001;076;CHIANOCCO;7;2;2;6;6;5;1;29
001;077;CHIAVERANO;6;2;0;9;3;14;1;35
001;078;CHIERI;67;61;34;224;44;226;35;691
001;079;CHIESANUOVA;3;1;0;1;1;0;0;6
001;080;CHIOMONTE;3;1;2;7;5;4;0;22
001;081;CHIUSA DI SAN MICHELE;2;8;3;15;4;12;3;47
001;082;CHIVASSO;82;37;22;213;51;205;30;640
001;083;CICONIO;7;1;0;3;1;1;0;13
001;084;CINTANO;3;0;0;1;2;0;0;6
001;085;CINZANO;7;0;0;2;3;1;1;14
001;086;CIRIE';30;39;22;174;45;172;16;498
001;087;CLAVIERE;0;0;0;2;4;2;1;9
001;088;COASSOLO TORINESE;14;0;1;6;2;7;0;30
001;089;COAZZE;3;5;3;26;7;14;0;58
001;090;COLLEGNO;12;52;48;282;78;332;42;846
001;091;COLLERETTO CASTELNUOVO;4;0;0;1;3;2;1;11
001;092;COLLERETTO GIACOSA;5;3;1;4;0;6;1;20
001;093;CONDOVE;9;13;7;26;8;23;2;88
001;094;CORIO;32;6;4;23;6;17;4;92
001;095;COSSANO CANAVESE;14;0;0;3;1;2;0;20
001;096;CUCEGLIO;4;4;0;7;3;5;0;23
001;097;CUMIANA;51;12;5;42;10;34;5;159
001;098;CUORGNE';14;12;4;88;22;76;11;227
001;099;DRUENTO;7;28;11;48;9;52;4;159
001;100;EXILLES;3;0;0;2;1;0;0;6
001;101;FAVRIA;23;7;6;43;9;28;3;119
001;102;FELETTO;3;7;2;16;3;13;2;46
001;103;FENESTRELLE;4;1;0;4;3;10;1;23
001;104;FIANO;5;5;1;13;4;17;2;47
001;105;FIORANO CANAVESE;8;1;0;1;2;4;0;16
001;106;FOGLIZZO;17;1;1;21;5;9;1;55
001;107;FORNO CANAVESE;3;6;1;19;5;16;2;52
001;108;FRASSINETTO;11;0;0;0;2;0;0;13
001;109;FRONT;13;5;1;15;3;9;0;46
001;110;FROSSASCO;19;5;1;14;4;22;6;71
001;111;GARZIGLIANA;4;1;0;2;2;3;0;12
001;112;GASSINO TORINESE;21;9;6;57;11;52;13;169
001;113;GERMAGNANO;4;4;2;10;6;3;1;30
001;114;GIAGLIONE;4;0;0;1;1;0;0;6
001;115;GIAVENO;28;31;22;126;26;113;14;360
001;116;GIVOLETTO;7;13;3;24;3;26;3;79
001;117;GRAVERE;4;0;1;4;1;2;1;13
001;118;GROSCAVALLO;7;0;0;0;2;0;0;9
001;119;GROSSO;4;6;3;8;3;8;1;33
001;120;GRUGLIASCO;6;54;22;179;54;191;27;533
001;121;INGRIA;1;0;0;0;0;0;0;1
001;122;INVERSO PINASCA;2;2;0;1;3;3;0;11
001;123;ISOLABELLA;10;0;0;1;1;1;0;13
001;124;ISSIGLIO;3;0;0;4;0;1;0;8
001;125;IVREA;29;37;24;215;57;293;26;681
001;126;LA CASSA;2;1;1;8;6;8;1;27
001;127;LA LOGGIA;12;15;5;49;7;37;6;131
001;128;LANZO TORINESE;14;6;3;43;24;52;8;150
001;129;LAURIANO;7;1;2;9;4;5;0;28
001;130;LEINI';44;70;26;112;22;102;20;396
001;131;LEMIE;6;0;0;0;1;1;0;8
001;132;LESSOLO;11;8;0;17;5;14;0;55
001;133;LEVONE;0;1;0;2;0;1;0;4
001;134;LOCANA;20;0;1;18;8;6;1;54
001;135;LOMBARDORE;4;5;1;11;2;9;0;32
001;136;LOMBRIASCO;8;1;1;7;0;7;2;26
001;137;LORANZE';5;1;0;7;3;4;1;21
001;138;LUGNACCO;2;1;0;2;0;2;0;7
001;139;LUSERNA SAN GIOVANNI;22;10;1;48;15;43;8;147
001;140;LUSERNETTA;6;1;1;3;1;2;0;14
001;141;LUSIGLIE';6;0;0;7;0;1;0;14
001;142;MACELLO;12;1;2;8;0;4;1;28
001;143;MAGLIONE;11;0;0;6;1;2;0;20
001;144;MARENTINO;18;2;1;6;2;5;0;34
001;145;MASSELLO;2;1;0;0;1;0;0;4
001;146;MATHI;10;8;4;27;8;19;4;80
001;147;MATTIE;1;0;0;1;1;1;0;4
001;148;MAZZE';32;5;5;29;7;26;1;105
001;149;MEANA DI SUSA;7;1;0;5;2;4;0;19
001;150;MERCENASCO;7;3;2;9;2;7;1;31
001;151;MEUGLIANO;3;0;0;0;0;0;0;3
001;152;MEZZENILE;8;1;0;3;4;2;0;18
001;153;MOMBELLO DI TORINO;3;3;1;0;0;0;0;7
001;154;MOMPANTERO;1;0;1;4;1;0;0;7
001;155;MONASTERO DI LANZO;7;1;0;2;2;2;1;15
001;156;MONCALIERI;68;91;61;429;96;447;62;1254
001;157;MONCENISIO;3;0;0;0;2;0;0;5
001;158;MONTALDO TORINESE;7;3;0;2;1;5;1;19
001;159;MONTALENGHE;3;2;2;8;0;5;0;20
001;160;MONTALTO DORA;4;6;3;23;7;23;3;69
001;161;MONTANARO;14;9;4;34;5;29;4;99
001;162;MONTEU DA PO;3;1;1;1;1;2;0;9
001;163;MORIONDO TORINESE;10;3;0;6;1;2;0;22
001;164;NICHELINO;10;46;40;259;53;256;23;687
001;165;NOASCA;2;0;0;2;3;1;0;8
001;166;NOLE;12;12;0;44;8;36;5;117
001;167;NOMAGLIO;1;0;0;1;0;2;0;4
001;168;NONE;15;15;7;39;8;42;7;133
001;169;NOVALESA;10;0;0;2;2;1;0;15
001;170;OGLIANICO;12;4;2;8;1;5;2;34
001;171;ORBASSANO;14;38;28;136;32;175;25;448
001;172;ORIO CANAVESE;4;0;0;5;0;4;0;13
001;173;OSASCO;12;2;1;6;2;5;1;29
001;174;OSASIO;11;3;0;7;0;5;2;28
001;175;OULX;8;6;6;26;20;40;3;109
001;176;OZEGNA;8;7;1;15;1;11;0;43
001;177;PALAZZO CANAVESE;10;1;0;2;2;6;0;21
001;178;PANCALIERI;17;7;1;12;4;20;1;62
001;179;PARELLA;3;2;1;2;0;5;1;14
001;180;PAVAROLO;8;1;0;4;2;4;1;20
001;181;PAVONE CANAVESE;15;5;2;20;4;17;2;65
001;182;PECCO;0;1;0;1;0;0;0;2
001;183;PECETTO TORINESE;20;6;3;27;6;27;4;93
001;184;PEROSA ARGENTINA;2;1;0;25;11;22;5;66
001;185;PEROSA CANAVESE;5;2;1;1;0;4;0;13
001;186;PERRERO;4;0;0;2;1;2;0;9
001;187;PERTUSIO;6;0;1;4;2;5;0;18
001;188;PESSINETTO;3;2;1;9;6;5;2;28
001;189;PIANEZZA;15;29;17;90;18;107;12;288
001;190;PINASCA;5;1;1;15;4;12;3;41
001;191;PINEROLO;91;47;40;282;85;366;31;942
001;192;PINO TORINESE;15;4;1;37;13;85;23;178
001;193;PIOBESI TORINESE;21;11;7;24;4;17;1;85
001;194;PIOSSASCO;16;17;9;88;26;69;17;242
001;195;PISCINA;26;2;2;19;4;17;1;71
001;196;PIVERONE;18;0;0;7;3;8;2;38
001;197;POIRINO;73;28;14;52;14;51;8;240
001;198;POMARETTO;3;1;0;9;1;2;0;16
001;199;PONT-CANAVESE;8;10;0;27;9;22;0;76
001;200;PORTE;1;0;1;2;1;9;3;17
001;201;PRAGELATO;3;0;0;7;6;10;1;27
001;202;PRALI;7;0;0;3;2;3;0;15
001;203;PRALORMO;23;3;0;8;5;7;2;48
001;204;PRAMOLLO;3;0;0;2;0;2;0;7
001;205;PRAROSTINO;14;1;0;3;1;2;0;21
001;206;PRASCORSANO;4;1;0;2;0;2;1;10
001;207;PRATIGLIONE;2;1;1;3;0;3;0;10
001;208;QUAGLIUZZO;2;0;0;1;1;1;0;5
001;209;QUASSOLO;1;0;0;1;3;0;1;6
001;210;QUINCINETTO;7;2;1;14;6;8;1;39
001;211;REANO;5;0;1;9;1;10;1;27
001;212;RIBORDONE;0;0;0;0;1;1;0;2
001;213;RIVALBA;12;2;0;6;1;2;3;26
001;214;RIVALTA DI TORINO;23;27;14;114;21;102;14;315
001;215;RIVA PRESSO CHIERI;30;10;2;15;3;19;3;82
001;216;RIVARA;18;10;1;18;6;18;2;73
001;217;RIVAROLO CANAVESE;47;26;23;126;23;136;19;400
001;218;RIVAROSSA;8;3;1;6;3;10;2;33
001;219;RIVOLI;30;89;37;344;68;421;70;1059
001;220;ROBASSOMERO;8;9;6;18;4;28;1;74
001;221;ROCCA CANAVESE;14;1;1;12;3;8;0;39
